S.No,Crop Name,Soil Type,Growth Duration (Days),Season,N-P-K Ratio,Urea (kg/ha),DAP (kg/ha),MOP (kg/ha),Fertilizer Schedule,Water Requirement,Cultivation Tips,Harvesting Tips
556,Aloe Vera,Red Soil,365-730,Rabi,50-30-30,140,80,80,Basal + Top Dressing at 3 & 6 months,Low,Responds well to FYM/compost,Harvest mature leaves periodically
557,Aloe Vera,Black Soil,365-730,Rabi,50-30-30,150,90,90,Basal + Top Dressing at 3 & 6 months,Low,High moisture retention; avoid waterlogging,Harvest leaves when thick
558,Aloe Vera,Laterite Soil,365-730,Rabi,50-30-30,150,90,90,Basal + Top Dressing at 3 & 6 months,Low,Add organic matter to improve fertility,Harvest mature leaves periodically
559,Tulsi (Ocimum sanctum),Sandy Soil,90-120,Kharif/Rabi,60-30-30,180,90,90,Basal + Top Dressing at 30 DAS,Moderate,Well-drained sandy soil supports leaf growth,Harvest leaves before flowering for best medicinal quality
560,Tulsi (Ocimum sanctum),Sandy Loam,90-120,Kharif/Rabi,60-30-30,170,85,85,Basal + Top Dressing at 30 DAS,Moderate,Loose soil favors uniform growth,Harvest leaves periodically
561,Tulsi (Ocimum sanctum),Loam,90-120,Kharif/Rabi,60-30-30,170,85,85,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures healthy growth,Harvest leaves when mature
562,Tulsi (Ocimum sanctum),Clay Loam,90-120,Kharif/Rabi,60-30-30,170,85,85,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest leaves periodically
563,Tulsi (Ocimum sanctum),Clay,90-120,Kharif/Rabi,60-30-30,170,85,85,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for heavy soils,Harvest mature leaves
564,Tulsi (Ocimum sanctum),Red Soil,90-120,Kharif/Rabi,60-30-30,170,85,85,Basal + Top Dressing at 30 DAS,Moderate,Responds well to organic compost,Harvest leaves periodically
565,Tulsi (Ocimum sanctum),Black Soil,90-120,Kharif/Rabi,60-30-30,180,90,90,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest leaves when mature
566,Tulsi (Ocimum sanctum),Laterite Soil,90-120,Kharif/Rabi,60-30-30,180,90,90,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest leaves periodically
567,Ashwagandha (Withania somnifera),Sandy Soil,180-210,Rabi,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Low,Well-drained sandy soil supports root tuber growth,Harvest roots after 150-180 days
568,Ashwagandha (Withania somnifera),Sandy Loam,180-210,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Loose soil favors uniform tuber development,Harvest roots periodically
569,Ashwagandha (Withania somnifera),Loam,180-210,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Loam ensures healthy root growth,Harvest roots when mature
570,Ashwagandha (Withania somnifera),Clay Loam,180-210,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Ensure proper drainage,Harvest roots periodically
571,Ashwagandha (Withania somnifera),Clay,180-210,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Raised beds recommended for heavy soils,Harvest roots when mature
572,Ashwagandha (Withania somnifera),Red Soil,180-210,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Responds well to FYM/compost,Harvest roots periodically
573,Ashwagandha (Withania somnifera),Black Soil,180-210,Rabi,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Low,High moisture retention; avoid waterlogging,Harvest roots when mature
574,Ashwagandha (Withania somnifera),Laterite Soil,180-210,Rabi,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Low,Add organic matter to improve fertility,Harvest roots periodically
575,Isabgol (Psyllium husk),Sandy Soil,90-120,Rabi,60-30-40,180,90,120,Basal + Top Dressing at 30 DAS,Moderate,Well-drained sandy soil supports seed production,Harvest seeds when pods turn brown
576,Isabgol (Psyllium husk),Sandy Loam,90-120,Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Loose soil favors uniform growth,Harvest mature seeds when pods dry
577,Isabgol (Psyllium husk),Loam,90-120,Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures healthy growth,Harvest seeds when mature
578,Isabgol (Psyllium husk),Clay Loam,90-120,Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest seeds periodically
579,Isabgol (Psyllium husk),Clay,90-120,Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for heavy soils,Harvest seeds when pods dry
580,Isabgol (Psyllium husk),Red Soil,90-120,Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Responds well to FYM/compost,Harvest mature seeds periodically
581,Isabgol (Psyllium husk),Black Soil,90-120,Rabi,60-30-40,180,90,120,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest seeds when pods mature
582,Isabgol (Psyllium husk),Laterite Soil,90-120,Rabi,60-30-40,180,90,120,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest mature seeds periodically
583,Giloy (Tinospora cordifolia),Sandy Soil,365-730,Rabi/Kharif,70-35-50,210,105,150,Basal + Top Dressing at 3 & 6 months,Moderate,Well-drained sandy soil supports vine growth,Harvest stems after 1 year for medicinal use
584,Giloy (Tinospora cordifolia),Sandy Loam,365-730,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing at 3 & 6 months,Moderate,Loose soil favors uniform growth,Harvest mature stems periodically
585,Giloy (Tinospora cordifolia),Loam,365-730,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing at 3 & 6 months,Moderate,Loam ensures healthy root and vine growth,Harvest stems when mature
586,Giloy (Tinospora cordifolia),Clay Loam,365-730,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing at 3 & 6 months,Moderate,Ensure proper drainage,Harvest mature stems periodically
587,Giloy (Tinospora cordifolia),Clay,365-730,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing at 3 & 6 months,Moderate,Raised beds recommended for heavy soils,Harvest stems when mature
588,Giloy (Tinospora cordifolia),Red Soil,365-730,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing at 3 & 6 months,Moderate,Responds well to FYM/compost,Harvest mature stems periodically
589,Giloy (Tinospora cordifolia),Black Soil,365-730,Rabi/Kharif,70-35-50,210,105,150,Basal + Top Dressing at 3 & 6 months,Moderate,High moisture retention; avoid waterlogging,Harvest stems when mature
590,Giloy (Tinospora cordifolia),Laterite Soil,365-730,Rabi/Kharif,70-35-50,210,105,150,Basal + Top Dressing at 3 & 6 months,Moderate,Add organic matter to improve fertility,Harvest mature stems periodically
591,Brahmi,Sandy Soil,90-120,Kharif/Rabi,60-30-40,180,90,120,Basal + Top Dressing at 30 DAS,Moderate,Well-drained sandy soil supports root and leaf growth,Harvest whole plant after 90-120 days
592,Brahmi,Sandy Loam,90-120,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Loose soil favors uniform growth,Harvest mature plants periodically
593,Brahmi,Loam,90-120,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures healthy growth,Harvest whole plant when mature
594,Brahmi,Clay Loam,90-120,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest plants periodically
595,Brahmi,Clay,90-120,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for heavy soils,Harvest mature plants
596,Brahmi,Red Soil,90-120,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Responds well to FYM/compost,Harvest plants periodically
597,Brahmi,Black Soil,90-120,Kharif/Rabi,60-30-40,180,90,120,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest mature plants
598,Brahmi,Laterite Soil,90-120,Kharif/Rabi,60-30-40,180,90,120,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest plants periodically
599,Sarpagandha (Rauvolfia),Sandy Soil,365-730,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Low,Well-drained sandy soil supports root tuber growth,Harvest roots after 1 year
600,Sarpagandha (Rauvolfia),Sandy Loam,365-730,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Loose soil favors uniform tuber development,Harvest roots periodically
601,Sarpagandha (Rauvolfia),Loam,365-730,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Loam ensures healthy root growth,Harvest roots when mature
602,Sarpagandha (Rauvolfia),Clay Loam,365-730,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Ensure proper drainage,Harvest roots periodically
603,Sarpagandha (Rauvolfia),Clay,365-730,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Raised beds recommended for heavy soils,Harvest roots when mature
604,Sarpagandha (Rauvolfia),Red Soil,365-730,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Low,Responds well to FYM/compost,Harvest roots periodically
605,Sarpagandha (Rauvolfia),Black Soil,365-730,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Low,High moisture retention; avoid waterlogging,Harvest roots when mature
606,Sarpagandha (Rauvolfia),Laterite Soil,365-730,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Low,Add organic matter to improve fertility,Harvest roots periodically
607,Kalmegh (Andrographis),Sandy Soil,120-150,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing at 30 DAS,Moderate,Well-drained sandy soil supports stem growth,Harvest whole plant when leaves are mature
608,Kalmegh (Andrographis),Sandy Loam,120-150,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Loose soil favors uniform growth,Harvest plants periodically
609,Kalmegh (Andrographis),Loam,120-150,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures healthy growth,Harvest plants when mature
610,Kalmegh (Andrographis),Clay Loam,120-150,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest plants periodically
611,Kalmegh (Andrographis),Clay,120-150,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for heavy soils,Harvest mature plants
612,Kalmegh (Andrographis),Red Soil,120-150,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Responds well to FYM/compost,Harvest plants periodically
613,Kalmegh (Andrographis),Black Soil,120-150,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest mature plants
614,Kalmegh (Andrographis),Laterite Soil,120-150,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest plants periodically
615,Shatavari,Sandy Soil,365-540,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Moderate,Well-drained sandy soil supports root tuber growth,Harvest roots after 1 year
616,Shatavari,Sandy Loam,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Loose soil favors uniform tuber development,Harvest roots periodically
617,Shatavari,Loam,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Loam ensures healthy root growth,Harvest roots when mature
618,Shatavari,Clay Loam,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Ensure proper drainage,Harvest roots periodically
619,Shatavari,Clay,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Raised beds recommended for heavy soils,Harvest roots when mature
620,Shatavari,Red Soil,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Responds well to FYM/compost,Harvest roots periodically
621,Shatavari,Black Soil,365-540,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest roots when mature
622,Shatavari,Laterite Soil,365-540,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Moderate,Add organic matter to improve fertility,Harvest roots periodically
623,Senna (Cassia angustifolia),Sandy Soil,120-150,Kharif/Rabi,60-30-40,180,90,120,Basal + Top Dressing at 30 DAS,Moderate,Well-drained sandy soil supports leaf and pod growth,Harvest leaves and pods when mature
624,Senna (Cassia angustifolia),Sandy Loam,120-150,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Loose soil favors uniform growth,Harvest leaves and pods periodically
625,Senna (Cassia angustifolia),Loam,120-150,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures healthy growth,Harvest leaves and pods when mature
626,Senna (Cassia angustifolia),Clay Loam,120-150,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest plants periodically
627,Senna (Cassia angustifolia),Clay,120-150,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for heavy soils,Harvest mature leaves and pods
628,Senna (Cassia angustifolia),Red Soil,120-150,Kharif/Rabi,60-30-40,170,85,110,Basal + Top Dressing at 30 DAS,Moderate,Responds well to FYM/compost,Harvest plants periodically
629,Senna (Cassia angustifolia),Black Soil,120-150,Kharif/Rabi,60-30-40,180,90,120,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest leaves and pods when mature
630,Senna (Cassia angustifolia),Laterite Soil,120-150,Kharif/Rabi,60-30-40,180,90,120,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest mature leaves and pods periodically
631,Safed Musli,Sandy Soil,365-540,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Moderate,Well-drained sandy soil supports root tuber growth,Harvest roots after 9-12 months
632,Safed Musli,Sandy Loam,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Loose soil favors uniform tuber development,Harvest roots periodically
633,Safed Musli,Loam,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Loam ensures healthy root growth,Harvest roots when mature
634,Safed Musli,Clay Loam,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Ensure proper drainage,Harvest roots periodically
635,Safed Musli,Clay,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Raised beds recommended for heavy soils,Harvest roots when mature
636,Safed Musli,Red Soil,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Responds well to FYM/compost,Harvest roots periodically
637,Safed Musli,Black Soil,365-540,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest roots when mature
638,Safed Musli,Laterite Soil,365-540,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Moderate,Add organic matter to improve fertility,Harvest roots periodically
639,Neem,Sandy Soil,730-1460,Rabi/Kharif,60-30-30,180,90,90,Basal + Top Dressing annually,Low,Well-drained sandy soil supports tree growth,Harvest leaves, seeds, and bark periodically
640,Neem,Sandy Loam,730-1460,Rabi/Kharif,60-30-30,170,85,85,Basal + Top Dressing annually,Low,Loose soil favors uniform tree growth,Harvest leaves, seeds, and bark periodically
641,Neem,Loam,730-1460,Rabi/Kharif,60-30-30,170,85,85,Basal + Top Dressing annually,Low,Loam ensures healthy growth,Harvest leaves, seeds, and bark periodically
642,Neem,Clay Loam,730-1460,Rabi/Kharif,60-30-30,170,85,85,Basal + Top Dressing annually,Low,Ensure proper drainage,Harvest leaves, seeds, and bark periodically
643,Neem,Clay,730-1460,Rabi/Kharif,60-30-30,170,85,85,Basal + Top Dressing annually,Low,Raised beds recommended for heavy soils,Harvest leaves, seeds, and bark periodically
644,Neem,Red Soil,730-1460,Rabi/Kharif,60-30-30,170,85,85,Basal + Top Dressing annually,Low,Responds well to FYM/compost,Harvest leaves, seeds, and bark periodically
645,Neem,Black Soil,730-1460,Rabi/Kharif,60-30-30,180,90,90,Basal + Top Dressing annually,Low,High moisture retention; avoid waterlogging,Harvest leaves, seeds, and bark periodically
646,Neem,Laterite Soil,730-1460,Rabi/Kharif,60-30-30,180,90,90,Basal + Top Dressing annually,Low,Add organic matter to improve fertility,Harvest leaves, seeds, and bark periodically
647,Arjuna (Terminalia arjuna),Sandy Soil,730-1460,Rabi/Kharif,70-35-50,210,105,150,Basal + Top Dressing annually,Moderate,Well-drained sandy soil supports tree growth,Harvest bark after 5-7 years
648,Arjuna (Terminalia arjuna),Sandy Loam,730-1460,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing annually,Moderate,Loose soil favors uniform tree growth,Harvest bark periodically
649,Arjuna (Terminalia arjuna),Loam,730-1460,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing annually,Moderate,Loam ensures healthy growth,Harvest bark after maturity
650,Arjuna (Terminalia arjuna),Clay Loam,730-1460,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing annually,Moderate,Ensure proper drainage,Harvest bark periodically
651,Arjuna (Terminalia arjuna),Clay,730-1460,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing annually,Moderate,Raised beds recommended for heavy soils,Harvest bark after maturity
652,Arjuna (Terminalia arjuna),Red Soil,730-1460,Rabi/Kharif,70-35-50,200,100,140,Basal + Top Dressing annually,Moderate,Responds well to FYM/compost,Harvest bark periodically
653,Arjuna (Terminalia arjuna),Black Soil,730-1460,Rabi/Kharif,70-35-50,210,105,150,Basal + Top Dressing annually,Moderate,High moisture retention; avoid waterlogging,Harvest bark after maturity
654,Arjuna (Terminalia arjuna),Laterite Soil,730-1460,Rabi/Kharif,70-35-50,210,105,150,Basal + Top Dressing annually,Moderate,Add organic matter to improve fertility,Harvest bark periodically
655,Satavari,Sandy Soil,365-540,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Moderate,Well-drained sandy soil supports root tuber growth,Harvest roots after 1 year
656,Satavari,Sandy Loam,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Loose soil favors uniform tuber development,Harvest roots periodically
657,Satavari,Loam,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Loam ensures healthy root growth,Harvest roots when mature
658,Satavari,Clay Loam,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Ensure proper drainage,Harvest roots periodically
659,Satavari,Clay,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Raised beds recommended for heavy soils,Harvest roots when mature
660,Satavari,Red Soil,365-540,Rabi/Kharif,80-40-60,220,110,160,Basal + Top Dressing at 45 DAS,Moderate,Responds well to FYM/compost,Harvest roots periodically
661,Satavari,Black Soil,365-540,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest roots when mature
662,Satavari,Laterite Soil,365-540,Rabi/Kharif,80-40-60,240,120,180,Basal + Top Dressing at 45 DAS,Moderate,Add organic matter to improve fertility,Harvest roots periodically
663,Periwinkle (Catharanthus),Sandy Soil,180-240,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing at 30 DAS,Moderate,Well-drained sandy soil supports stem growth,Harvest leaves and flowers periodically
664,Periwinkle (Catharanthus),Sandy Loam,180-240,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Loose soil favors uniform growth,Harvest mature leaves and flowers periodically
665,Periwinkle (Catharanthus),Loam,180-240,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures healthy growth,Harvest leaves and flowers when mature
666,Periwinkle (Catharanthus),Clay Loam,180-240,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest mature leaves periodically
667,Periwinkle (Catharanthus),Clay,180-240,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for heavy soils,Harvest leaves and flowers when mature
668,Periwinkle (Catharanthus),Red Soil,180-240,Kharif/Rabi,70-35-50,200,100,140,Basal + Top Dressing at 30 DAS,Moderate,Responds well to FYM/compost,Harvest mature leaves periodically
669,Periwinkle (Catharanthus),Black Soil,180-240,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest leaves and flowers when mature
670,Periwinkle (Catharanthus),Laterite Soil,180-240,Kharif/Rabi,70-35-50,210,105,150,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest mature leaves periodically
671,Medicinal ginger (Zingiber spp.),Sandy Soil,240-300,Kharif,Rabi,80-40-60,240,120,180,Basal + Top Dressing at 60 DAS,High,Well-drained sandy soil supports rhizome growth,Harvest rhizomes after 8-10 months
672,Medicinal ginger (Zingiber spp.),Sandy Loam,240-300,Kharif,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 60 DAS,High,Loose soil favors uniform rhizome development,Harvest rhizomes periodically
673,Medicinal ginger (Zingiber spp.),Loam,240-300,Kharif,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 60 DAS,High,Loam ensures healthy rhizome growth,Harvest rhizomes when mature
674,Medicinal ginger (Zingiber spp.),Clay Loam,240-300,Kharif,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 60 DAS,High,Ensure proper drainage,Harvest rhizomes periodically
675,Medicinal ginger (Zingiber spp.),Clay,240-300,Kharif,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 60 DAS,High,Raised beds recommended for heavy soils,Harvest rhizomes when mature
676,Medicinal ginger (Zingiber spp.),Red Soil,240-300,Kharif,Rabi,80-40-60,220,110,160,Basal + Top Dressing at 60 DAS,High,Responds well to FYM/compost,Harvest rhizomes periodically
677,Medicinal ginger (Zingiber spp.),Black Soil,240-300,Kharif,Rabi,80-40-60,240,120,180,Basal + Top Dressing at 60 DAS,High,High moisture retention; avoid waterlogging,Harvest rhizomes when mature
678,Medicinal ginger (Zingiber spp.),Laterite Soil,240-300,Kharif,Rabi,80-40-60,240,120,180,Basal + Top Dressing at 60 DAS,High,Add organic matter to improve fertility,Harvest rhizomes periodically
679,Berseem (Egyptian clover),Sandy Soil,60-75,Rabi,60-30-30,120,60,60,Basal + Top Dressing at 30 DAS,High,Well-drained sandy soil supports quick growth,Harvest 1st cut after 50-60 days
680,Berseem (Egyptian clover),Sandy Loam,60-75,Rabi,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,High,Loose soil favors uniform growth,Harvest 1st cut after 50-60 days
681,Berseem (Egyptian clover),Loam,60-75,Rabi,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,High,Loam ensures dense growth,Harvest every 40-50 days
682,Berseem (Egyptian clover),Clay Loam,60-75,Rabi,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,High,Ensure proper drainage,Harvest 1st cut after 50-60 days
683,Berseem (Egyptian clover),Clay,60-75,Rabi,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,High,Raised beds recommended for heavy soils,Harvest every 40-50 days
684,Berseem (Egyptian clover),Red Soil,60-75,Rabi,60-30-30,110,55,55,Basal + Top Dressing at 30 DAS,High,Responds well to FYM/compost,Harvest 1st cut after 50-60 days
685,Berseem (Egyptian clover),Black Soil,60-75,Rabi,60-30-30,120,60,60,Basal + Top Dressing at 30 DAS,High,High moisture retention; avoid waterlogging,Harvest every 40-50 days
686,Berseem (Egyptian clover),Laterite Soil,60-75,Rabi,60-30-30,120,60,60,Basal + Top Dressing at 30 DAS,High,Add organic matter to improve fertility,Harvest 1st cut after 50-60 days
687,Lucerne (Alfalfa),Sandy Soil,90-120,Rabi/Kharif,70-35-50,180,90,150,Basal + Top Dressing at 45 DAS,High,Well-drained sandy soil supports deep root growth,Harvest first cut after 80-90 days
688,Lucerne (Alfalfa),Sandy Loam,90-120,Rabi/Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Loose soil favors uniform growth,Harvest first cut after 80-90 days
689,Lucerne (Alfalfa),Loam,90-120,Rabi/Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Loam ensures dense and healthy growth,Harvest every 60-70 days
690,Lucerne (Alfalfa),Clay Loam,90-120,Rabi/Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Ensure proper drainage,Harvest first cut after 80-90 days
691,Lucerne (Alfalfa),Clay,90-120,Rabi/Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Raised beds recommended for heavy soils,Harvest every 60-70 days
692,Lucerne (Alfalfa),Red Soil,90-120,Rabi/Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Responds well to FYM/compost,Harvest first cut after 80-90 days
693,Lucerne (Alfalfa),Black Soil,90-120,Rabi/Kharif,70-35-50,180,90,150,Basal + Top Dressing at 45 DAS,High,High moisture retention; avoid waterlogging,Harvest every 60-70 days
694,Lucerne (Alfalfa),Laterite Soil,90-120,Rabi/Kharif,70-35-50,180,90,150,Basal + Top Dressing at 45 DAS,High,Add organic matter to improve fertility,Harvest first cut after 80-90 days
695,Oats (fodder),Sandy Soil,60-90,Rabi,60-30-30,150,75,75,Basal + Top Dressing at 30 DAS,Moderate,Well-drained sandy soil supports rapid growth,Harvest when leaves are tender
696,Oats (fodder),Sandy Loam,60-90,Rabi,60-30-30,140,70,70,Basal + Top Dressing at 30 DAS,Moderate,Loose soil favors uniform growth,Harvest at vegetative stage
697,Oats (fodder),Loam,60-90,Rabi,60-30-30,140,70,70,Basal + Top Dressing at 30 DAS,Moderate,Loam ensures healthy growth,Harvest every 40-50 days
698,Oats (fodder),Clay Loam,60-90,Rabi,60-30-30,140,70,70,Basal + Top Dressing at 30 DAS,Moderate,Ensure proper drainage,Harvest at vegetative stage
699,Oats (fodder),Clay,60-90,Rabi,60-30-30,140,70,70,Basal + Top Dressing at 30 DAS,Moderate,Raised beds recommended for heavy soils,Harvest every 40-50 days
700,Oats (fodder),Red Soil,60-90,Rabi,60-30-30,140,70,70,Basal + Top Dressing at 30 DAS,Moderate,Responds well to FYM/compost,Harvest at vegetative stage
701,Oats (fodder),Black Soil,60-90,Rabi,60-30-30,150,75,75,Basal + Top Dressing at 30 DAS,Moderate,High moisture retention; avoid waterlogging,Harvest every 40-50 days
702,Oats (fodder),Laterite Soil,60-90,Rabi,60-30-30,150,75,75,Basal + Top Dressing at 30 DAS,Moderate,Add organic matter to improve fertility,Harvest at vegetative stage
703,Sorghum (fodder),Sandy Soil,90-120,Kharif,70-35-50,180,90,150,Basal + Top Dressing at 45 DAS,High,Well-drained sandy soil supports stem growth,Harvest when leaves and stems are tender
704,Sorghum (fodder),Sandy Loam,90-120,Kharif,70-35-50,170,85,140,Basal + Top Dressing at 45 DAS,High,Loose soil favors uniform growth,Harvest periodically
